승인취소구분,종목코드,시도코드,시군구코드,본인부담금액,바우처금액,승인금액,종목명,시작시간,종료시간,요일,강좌년도,예산구분,강좌월
1,25,26,26410,0,110000,110000,헬스,10:00,21:00,1111111,2024,1,08
1,22,41,41500,0,110000,110000,태권도,18:30,19:20,1111100,2025,1,06
3,25,41,41670,0,110000,110000,헬스,09:00,21:00,1111111,2026,1,06
6,106,43,43150,0,-110000,-110000,필라테스,00:00,00:00,1111111,2024,1,07
1,22,41,41450,0,110000,110000,태권도,11:00,20:00,1111100,2024,1,03
1,22,52,52110,0,95000,95000,태권도,13:00,21:00,1111100,2023,1,04
1,02,26,26410,0,22000,22000,골프,10:00,11:50,0000010,2024,1,02
1,20,46,46110,0,110000,110000,축구(풋살),00:00,23:55,1111111,2025,1,11
1,03,47,47190,0,110000,110000,기타종목,14:00,16:00,0000100,2024,1,07
3,21,44,44800,0,110000,110000,탁구,08:00,23:00,1111111,2025,1,09
1,03,43,43130,0,110000,110000,기타종목,09:00,20:00,1111110,2025,1,02
1,112,41,41410,0,110000,110000,당구,09:00,12:00,1010000,2025,1,09
1,13,51,51110,0,110000,110000,스쿼시,15:00,16:00,1111100,2026,1,12
1,12,11,11740,0,36500,36500,수영,06:00,08:50,1111100,2025,1,07
1,03,41,41360,0,110000,110000,기타종목,09:00,19:00,1111110,2025,1,06
1,03,11,11140,0,110000,110000,기타종목,08:00,20:00,1111110,2024,1,03
1,22,27,27260,0,95000,95000,태권도,10:00,11:30,0000010,2022,1,04
1,82,28,28710,0,110000,110000,기타종목,09:00,19:00,1111110,2026,1,07
1,22,11,11740,0,110000,110000,태권도,10:00,22:00,1111100,2024,1,11
1,22,52,52140,10000,110000,120000,태권도,13:00,22:00,1111100,2024,1,10
1,03,41,41650,0,110000,110000,기타종목,09:00,21:00,1111111,2025,1,07
1,79,26,26230,0,110000,110000,필라테스,09:00,19:00,1111110,2024,1,01
1,10,31,31710,0,80000,80000,볼링,13:00,15:00,0000011,2020,1,06
1,04,41,41190,0,95000,95000,농구,18:00,18:50,0100000,2023,1,03
1,75,44,44790,0,110000,110000,합기도,14:00,20:00,1111100,2026,1,07
1,78,30,30230,0,110000,110000,요가,09:30,21:50,1111100,2024,1,06
1,12,26,26350,0,35750,35750,수영,06:00,06:50,1111100,2024,1,08
3,25,51,51720,0,110000,110000,헬스,11:00,12:00,0101000,2025,1,09
1,25,27,27200,0,80000,80000,헬스,06:05,22:00,1111100,2020,1,06
3,03,11,11320,20000,110000,130000,기타종목,09:00,20:00,1111100,2025,1,09
1,03,28,28200,0,110000,110000,기타종목,11:00,20:00,0001000,2026,1,07
1,03,48,48250,0,110000,110000,기타종목,18:00,18:50,1000000,2025,1,12
3,76,26,26410,0,110000,110000,복싱,09:00,22:00,1111100,2025,1,12
1,07,44,44710,0,110000,110000,댄스(줌바 등),14:30,16:30,0000100,2024,1,10
1,25,11,11140,0,28500,28500,헬스,06:00,22:00,1111111,2026,1,04
1,22,29,29155,0,110000,110000,태권도,13:00,10:00,1111100,2025,1,11
1,02,44,44180,0,110000,110000,골프,10:00,13:00,0111000,2025,1,05
1,79,26,26440,25000,95000,120000,필라테스,17:10,18:00,0100000,2023,1,06
1,75,28,28110,0,110000,110000,합기도,10:30,11:40,0010100,2025,1,07
1,25,41,41150,0,110000,110000,헬스,10:00,12:00,1111100,2025,1,10
1,03,43,43130,0,110000,110000,기타종목,10:00,21:00,1111110,2026,1,08
1,78,11,11590,0,95000,95000,요가,11:00,11:50,1000100,2023,1,04
1,21,41,41460,0,110000,110000,탁구,09:00,23:00,1111111,2024,2,03
1,79,30,30170,0,110000,110000,필라테스,09:00,20:55,1111100,2025,1,07
1,75,41,41270,0,110000,110000,합기도,12:00,23:00,1111100,2026,1,03
1,03,41,41480,0,110000,110000,기타종목,10:00,18:00,1111100,2024,1,02
1,22,48,48120,0,110000,110000,태권도,13:00,22:00,1111100,2024,1,02
1,03,30,30200,0,110000,110000,기타종목,15:00,16:00,0000100,2026,1,03
1,25,12,12840,0,110000,110000,헬스,08:00,23:00,1111110,2026,1,04
1,03,28,28237,0,95000,95000,기타종목,09:00,19:00,1111100,2023,1,12
1,03,30,30170,0,96000,96000,기타종목,15:00,22:00,0000010,2024,1,01
1,03,41,41590,0,110000,110000,기타종목,10:00,19:00,1111110,2025,1,03
1,03,27,27200,0,110000,110000,기타종목,10:00,20:00,1111111,2025,1,08
1,12,26,26350,0,110000,110000,수영,06:00,22:00,1111110,2025,1,11
1,12,48,48310,0,110000,110000,수영,14:00,21:00,1111110,2025,1,01
1,03,28,28200,0,110000,110000,기타종목,09:00,20:00,1111110,2026,1,07
1,02,26,26410,0,22000,22000,골프,10:00,11:50,0000010,2024,1,04
1,03,43,43130,0,110000,110000,기타종목,10:00,20:00,1111110,2025,1,08
1,03,31,31710,0,95000,95000,기타종목,10:00,10:50,0100000,2023,1,09
1,12,29,29200,0,110000,110000,수영,06:00,21:00,1111110,2025,1,08
1,10,48,48120,0,95000,95000,볼링,12:00,14:00,0101000,2023,1,11
1,22,41,41650,0,110000,110000,태권도,09:00,15:00,1111100,2026,1,03
1,25,11,11230,0,54000,54000,헬스,10:00,23:00,1111111,2024,1,06
1,79,28,28170,0,110000,110000,필라테스,09:00,09:50,1010100,2025,1,05
1,21,41,41270,0,55000,55000,탁구,10:00,11:00,0101000,2023,1,01
1,27,41,41450,3000,13200,13200,줄넘기,15:00,15:50,0000010,2024,1,11
1,14,52,52110,0,55000,55000,에어로빅,14:00,14:50,0010000,2023,1,10
1,03,30,30200,0,110000,110000,기타종목,10:00,20:00,1111110,2026,1,06
1,25,41,41130,0,110000,110000,헬스,06:00,23:30,1111111,2024,2,11
1,79,31,31110,0,110000,110000,필라테스,09:00,22:00,1111100,2026,1,04
1,25,11,11650,0,85000,85000,헬스,07:00,22:00,1111110,2022,1,08
1,22,26,26710,0,110000,110000,태권도,14:00,22:00,1111100,2024,1,07
1,25,43,43130,0,95000,95000,헬스,10:00,12:00,1111100,2023,1,05
1,22,52,52710,0,110000,110000,태권도,01:30,21:00,1111100,2025,1,01
1,10,28,28200,0,110000,110000,볼링,10:00,19:00,1111100,2025,1,12
1,03,41,41110,0,110000,110000,기타종목,12:00,20:00,1111110,2024,1,01
1,25,41,41390,0,95000,95000,헬스,06:00,23:50,1111110,2023,1,03
1,22,41,41280,0,110000,110000,태권도,13:00,20:00,1111100,2024,1,08
1,25,26,26500,0,48400,48400,헬스,06:00,21:50,1111110,2024,1,06
1,21,12,12710,0,110000,110000,탁구,09:30,11:30,0011000,2026,1,07
1,03,30,30200,0,80000,80000,기타종목,14:00,15:50,1000000,2021,1,04
1,25,11,11740,0,85000,85000,헬스,09:00,19:00,1111100,2022,1,07
1,03,41,41570,0,110000,110000,기타종목,09:00,19:00,1111110,2024,1,02
1,79,27,27140,0,110000,110000,필라테스,08:00,20:00,1111110,2026,1,07
2,12,26,26350,0,-25800,-26000,수영,21:00,21:50,0101010,2024,1,07
1,22,47,47290,0,110000,110000,태권도,14:00,21:00,1111100,2024,1,01
1,03,41,41590,0,110000,110000,기타종목,09:00,18:00,1111110,2025,1,03
1,78,41,41280,0,110000,110000,요가,10:00,11:30,1011000,2026,1,06
1,03,41,41170,176000,110000,286000,기타종목,09:00,18:00,1111111,2025,1,07
1,21,41,41270,0,110000,110000,탁구,19:00,20:00,0100000,2024,1,04
1,21,48,48220,0,85000,85000,탁구,10:00,12:00,1010100,2022,1,08
1,03,41,41130,0,110000,110000,기타종목,10:00,21:00,1111110,2025,1,04
3,03,41,41130,0,95000,95000,기타종목,14:00,21:00,1111100,2023,1,01
1,03,28,28245,0,110000,110000,기타종목,09:30,19:30,0000100,2025,1,07
3,25,41,41190,0,110000,110000,헬스,08:00,11:30,1111110,2026,1,03
1,03,41,41270,0,95000,95000,기타종목,10:00,19:00,1111110,2023,1,12
1,03,41,41650,0,85000,85000,기타종목,10:00,19:00,1111110,2022,1,09
1,25,41,41550,0,85000,85000,헬스,06:00,23:00,1111111,2022,1,05
1,07,26,26710,0,95000,95000,댄스(줌바 등),10:00,11:00,0001000,2023,1,08
1,03,41,41460,0,110000,110000,기타종목,10:00,19:00,1111110,2024,1,11
1,25,41,41280,0,85000,85000,헬스,09:00,18:00,1111000,2022,1,06
1,21,46,46110,0,110000,110000,탁구,14:00,22:00,1111110,2025,1,08
1,04,41,41360,0,110000,110000,농구,19:00,21:00,1111111,2024,1,10
1,78,47,47170,0,80000,80000,요가,10:30,11:30,0101000,2021,1,05
1,25,26,26320,0,110000,110000,헬스,10:00,20:30,1111100,2025,1,12
1,03,43,43150,0,85000,85000,기타종목,11:00,11:50,1111100,2022,1,07
1,12,48,48120,0,110000,110000,수영,09:00,18:00,1111100,2024,1,01
1,03,26,26380,0,110000,110000,기타종목,10:00,20:00,1111110,2026,1,02
1,07,52,52110,0,110000,110000,댄스(줌바 등),09:30,21:30,1111100,2025,1,01
1,03,41,41220,0,95000,95000,기타종목,09:00,20:00,1111111,2023,1,02
1,10,51,51130,0,110000,110000,볼링,10:00,17:30,1111100,2025,1,01
1,03,41,41220,0,95000,95000,기타종목,09:00,20:00,1111111,2023,1,09
1,09,51,51230,0,95000,95000,배드민턴,17:00,18:00,0000100,2023,1,06
1,75,47,47850,0,95000,95000,합기도,09:00,12:00,1111100,2023,1,10
1,03,26,26350,0,110000,110000,기타종목,09:00,17:00,1111100,2025,1,07
1,71,26,26200,0,80000,80000,승마,16:30,17:30,0010000,2024,1,01
1,25,26,26530,0,80000,80000,헬스,15:10,16:00,1010000,2021,1,04
1,22,44,44710,0,80000,80000,태권도,14:00,21:30,1111100,2020,1,10
1,12,11,11710,0,5500,5500,수영,13:50,14:40,0001000,2025,1,07
1,79,11,11110,105000,95000,200000,필라테스,08:00,22:00,1111100,2023,1,03
3,22,41,41550,0,95000,95000,태권도,10:30,11:30,0101010,2023,1,01
1,03,51,51230,390000,110000,500000,기타종목,09:00,21:50,1111110,2025,1,05
1,79,11,11530,0,95000,95000,필라테스,09:00,22:00,1111100,2023,1,03
1,21,47,47280,0,110000,110000,탁구,10:00,22:00,1111111,2025,1,02
1,03,41,41130,0,110000,110000,기타종목,19:30,20:20,1011000,2025,1,01
1,71,48,48170,0,110000,110000,승마,10:00,17:50,0111111,2025,1,12
1,71,52,52180,0,85000,85000,승마,09:00,17:00,0111100,2022,1,05
1,03,26,26710,0,110000,110000,기타종목,08:00,20:00,1111111,2025,1,01
1,12,28,28275,0,110000,110000,수영,17:00,18:00,0101000,2026,1,06
1,03,31,31200,0,110000,110000,기타종목,13:00,14:00,0010000,2024,1,10
1,10,47,47130,0,110000,110000,볼링,10:00,17:00,1111100,2024,1,07
1,22,11,11590,0,110000,110000,태권도,13:00,21:00,1111100,2024,1,12
1,25,41,41280,0,100000,100000,헬스,00:00,00:00,1111111,2024,1,05
1,22,48,48310,0,85000,85000,태권도,13:00,21:00,1111100,2022,1,09
1,78,51,51110,0,110000,110000,요가,11:00,21:00,1111100,2026,1,02
1,03,41,41220,0,110000,110000,기타종목,10:00,10:50,0000010,2025,1,04
1,22,41,41270,0,110000,110000,태권도,18:00,20:00,1000100,2025,1,02
1,10,52,52800,0,95000,95000,볼링,13:00,15:00,0101000,2023,1,04
1,03,44,44130,0,110000,110000,기타종목,12:40,20:00,1111110,2025,1,08
1,12,41,41590,0,19980,20000,수영,13:00,15:00,0000010,2025,1,11
1,10,52,52710,0,40000,40000,볼링,10:00,17:00,1111100,2025,1,06
1,03,41,41110,0,110000,110000,기타종목,08:00,20:00,1111111,2025,1,02
1,03,28,28170,0,110000,110000,기타종목,13:00,20:00,1111100,2025,1,08
1,79,50,50110,0,110000,110000,필라테스,09:00,22:00,1111110,2025,1,02
1,07,46,46870,0,110000,110000,댄스(줌바 등),15:00,17:00,0100000,2024,1,07
1,22,26,26170,0,110000,110000,태권도,10:00,12:00,0000010,2024,1,09
1,25,43,43745,0,30000,30000,헬스,06:00,21:00,1111111,2024,1,06
1,12,41,41390,0,25000,25000,수영,11:00,11:50,1010100,2024,1,12
1,04,41,41450,0,37000,37000,농구,17:00,17:50,0000100,2025,1,04
1,22,41,41670,0,110000,110000,태권도,14:00,21:00,1111100,2024,1,05
1,82,41,41460,0,95000,95000,기타종목,00:00,23:55,1111111,2023,1,07
3,21,52,52130,0,95000,95000,탁구,10:00,20:00,1111100,2023,1,02
1,79,26,26500,0,110000,110000,필라테스,14:00,14:50,0101100,2024,1,05
1,79,27,27170,0,95000,95000,필라테스,10:00,22:00,1111110,2023,1,04
1,21,48,48240,0,110000,110000,탁구,11:30,08:50,0000010,2025,1,06
1,25,11,11215,0,85000,85000,헬스,09:00,19:00,1111110,2022,2,09
1,03,11,11545,0,110000,110000,기타종목,11:00,20:00,1111110,2025,1,01
1,25,44,44790,0,110000,110000,헬스,00:00,22:00,1111110,2025,1,05
1,22,46,46890,0,110000,110000,태권도,02:00,23:00,1111110,2025,1,06
1,22,41,41670,0,110000,110000,태권도,09:00,12:00,0000110,2025,1,10
1,25,41,41170,0,110000,110000,헬스,09:00,19:00,1111110,2024,1,01
1,07,47,47840,0,110000,110000,댄스(줌바 등),14:00,16:00,0000100,2025,1,05
1,02,47,47210,0,110000,110000,골프,06:00,20:00,1111111,2024,1,11
1,25,48,48120,0,110000,110000,헬스,09:00,18:00,1111100,2025,1,04
1,03,47,47290,0,110000,110000,기타종목,18:30,19:30,1000000,2026,1,05
3,25,26,26290,5000,95000,100000,헬스,12:00,12:00,1111100,2023,1,04
1,03,11,11680,0,110000,110000,기타종목,09:00,18:00,1111100,2024,1,09
1,25,41,41190,0,110000,110000,헬스,16:00,16:50,1000000,2025,1,12
1,03,48,48240,0,110000,110000,기타종목,10:00,11:00,0001000,2025,1,03
1,03,31,31140,0,110000,110000,기타종목,14:00,15:20,0010000,2024,1,08
1,03,52,52140,0,85000,85000,기타종목,10:00,16:00,1010100,2022,1,03
1,10,48,48840,0,95000,95000,볼링,14:00,18:00,1111100,2023,1,11
1,22,48,48240,0,110000,110000,태권도,03:00,22:00,1111100,2024,1,10
1,21,41,41150,0,85000,85000,탁구,13:00,15:00,1010000,2022,1,09
1,03,46,46110,0,95000,95000,기타종목,10:00,11:30,0101000,2023,1,10
1,22,11,11350,0,110000,110000,태권도,10:00,22:00,1111110,2024,1,05
1,12,26,26470,75000,110000,185000,수영,15:10,16:00,0010000,2024,1,05
1,25,52,52710,0,110000,110000,헬스,10:00,22:00,1111110,2025,1,02
1,03,43,43150,0,95000,95000,기타종목,09:50,10:40,0010000,2023,1,03
1,26,36,36110,0,110000,110000,종합체육시설,09:00,20:00,1111100,2026,1,05
1,25,26,26110,0,105000,105000,헬스,06:00,23:00,1111100,2025,1,03
3,07,26,26320,0,110000,110000,댄스(줌바 등),14:00,15:00,0000111,2026,1,07
1,25,11,11470,0,85000,85000,헬스,09:30,20:00,1111110,2022,1,02
1,82,11,11500,0,110000,110000,기타종목,09:00,19:00,1111110,2025,1,06
1,03,27,27230,0,110000,110000,기타종목,10:00,11:00,0101000,2026,1,08
1,03,48,48170,0,110000,110000,기타종목,13:00,19:00,1111111,2025,1,01
1,26,41,41220,0,110000,110000,종합체육시설,13:00,19:50,1111110,2025,1,05
1,03,41,41460,0,110000,110000,기타종목,10:00,19:00,1111110,2025,1,06
1,12,41,41130,21000,15500,37000,수영,18:30,19:30,1010100,2023,1,10
1,03,11,11260,0,5000,5000,기타종목,09:00,17:20,1111100,2024,1,12
1,25,29,29110,0,110000,110000,헬스,06:40,23:00,0101000,2024,1,08
1,03,50,50110,0,95000,95000,기타종목,13:00,20:00,1111110,2023,1,07
1,76,29,29140,40000,110000,150000,복싱,09:30,21:00,1111110,2025,1,09
1,03,26,26320,0,110000,110000,기타종목,08:00,20:00,1111111,2026,1,03
1,03,41,41590,0,110000,110000,기타종목,09:00,20:00,1111110,2025,1,01
1,03,48,48250,0,110000,110000,기타종목,12:00,17:00,1010100,2024,1,12
1,76,41,41570,0,110000,110000,복싱,10:30,23:00,1111100,2025,1,08
3,02,41,41150,0,85000,85000,골프,11:00,22:00,1111111,2022,1,12
1,25,11,11230,0,21000,21000,헬스,06:00,21:50,1111110,2022,1,08
1,03,41,41670,0,110000,110000,기타종목,10:00,21:00,1111110,2026,1,02
1,03,28,28237,0,110000,110000,기타종목,09:00,20:00,1111110,2024,1,05
1,25,44,44130,0,80000,80000,헬스,13:00,17:00,0111100,2021,1,05
1,22,47,47130,0,110000,110000,태권도,21:00,21:00,1111100,2025,1,04
1,10,29,29140,0,110000,110000,볼링,15:00,16:00,0101000,2025,1,07
1,79,52,52110,0,60000,60000,필라테스,14:30,15:20,0100000,2025,1,04
1,25,48,48250,0,110000,110000,헬스,00:00,23:55,1111111,2025,1,08
1,112,41,41630,40000,110000,150000,당구,18:00,19:00,1000000,2024,1,05
1,03,26,26230,0,110000,110000,기타종목,09:00,21:00,1111110,2025,1,06
1,25,48,48310,0,95000,95000,헬스,14:00,15:00,0100000,2023,1,03
1,10,30,30140,0,85000,85000,볼링,15:00,16:00,0100100,2022,1,03
1,03,41,41480,0,110000,110000,기타종목,14:00,20:00,1111111,2024,1,06
2,10,41,41410,-87500,-31350,-80000,볼링,10:00,20:00,1111111,2022,1,03
1,21,27,27710,0,95000,95000,탁구,09:30,22:00,1111110,2023,1,09
1,22,41,41650,0,110000,110000,태권도,13:00,21:00,1111100,2025,1,09
1,21,11,11545,0,110000,110000,탁구,14:00,18:00,0001110,2025,1,11
1,79,41,41450,0,110000,110000,필라테스,07:00,20:00,1111100,2026,1,06
1,25,48,48120,0,110000,110000,헬스,18:00,18:30,1111100,2026,1,06
1,22,43,43110,0,110000,110000,태권도,09:00,21:00,1111100,2026,1,01
1,03,27,27140,0,95000,95000,기타종목,13:00,19:00,1111100,2023,1,07
1,03,28,28185,0,95000,95000,기타종목,09:00,21:00,1111110,2023,1,08
1,12,48,48120,0,55000,55000,수영,17:00,17:50,1111100,2024,1,03
3,22,41,41390,0,95000,95000,태권도,16:00,22:00,1011111,2022,1,10
1,03,28,28170,0,110000,110000,기타종목,10:00,19:00,1111100,2026,1,08
3,01,41,41390,0,110000,110000,검도,03:00,22:00,1010000,2025,1,01
1,03,11,11305,0,110000,110000,기타종목,16:00,22:00,1111100,2026,1,06
1,22,47,47170,0,110000,110000,태권도,18:30,19:30,1111100,2024,1,06
1,22,41,41250,0,110000,110000,태권도,14:00,21:00,1111100,2024,1,06
1,78,29,29200,0,30000,30000,요가,09:00,22:00,0101000,2023,1,10
1,22,29,29155,0,95000,95000,태권도,10:00,21:00,1111110,2023,1,07
1,12,30,30110,0,52000,52000,수영,05:40,21:00,1111111,2024,1,02
1,22,12,12800,0,110000,110000,태권도,13:00,22:00,1111100,2024,1,02
1,22,41,41550,0,110000,110000,태권도,09:30,11:00,1010000,2024,1,10
1,76,29,29140,0,85000,85000,복싱,10:00,22:00,1111100,2022,1,10
1,12,52,52110,0,110000,110000,수영,06:10,08:00,1111110,2024,1,10
1,25,41,41110,0,110000,110000,헬스,10:00,23:00,1111110,2024,1,05
1,25,41,41570,0,110000,110000,헬스,00:00,00:00,1111111,2024,1,03
1,03,41,41270,0,85000,85000,기타종목,11:00,11:50,1111100,2022,1,05
1,21,47,47110,0,80000,80000,탁구,15:00,16:00,1111100,2021,1,12
1,21,27,27260,0,110000,110000,탁구,10:00,12:00,1000100,2025,1,06
1,12,11,11200,0,17250,17250,수영,13:00,13:50,0101000,2025,1,04
1,25,48,48120,0,110000,110000,헬스,10:00,12:55,1111100,2026,1,06
1,03,28,28125,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,03
1,25,26,26320,0,110000,110000,헬스,06:00,23:00,1111110,2025,1,08
1,03,11,11740,0,95000,95000,기타종목,10:00,19:00,1111110,2023,1,05
1,21,41,41110,5000,85000,90000,탁구,10:00,22:00,1111100,2022,1,04
1,17,26,26380,0,110000,110000,유도,16:00,23:00,1111100,2024,1,03
1,21,11,11380,0,110000,110000,탁구,09:00,13:30,1111100,2024,1,12
1,12,11,11590,0,95000,95000,수영,14:00,16:00,1010100,2023,1,09
3,22,11,11740,60000,110000,170000,태권도,20:00,21:30,1111100,2026,1,07
1,03,11,11200,0,110000,110000,기타종목,18:00,20:00,1111111,2024,1,06
1,25,28,28200,0,20000,20000,헬스,09:00,20:50,1111100,2025,1,02
1,03,41,41480,0,110000,110000,기타종목,09:00,19:00,1111110,2024,1,05
1,20,41,41630,0,80000,80000,축구(풋살),,,1111100,2019,1,11
1,12,43,43740,0,110000,110000,수영,14:00,21:00,1111100,2025,1,06
1,25,11,11200,0,22500,22500,헬스,19:00,20:50,0000100,2024,1,05
1,03,36,36110,0,110000,110000,기타종목,09:00,20:30,1111110,2026,1,05
1,07,48,48220,0,110000,110000,댄스(줌바 등),11:00,11:50,0010000,2024,1,07
1,10,30,30110,0,85000,85000,볼링,15:00,16:00,0100100,2022,1,08
1,03,41,41290,0,110000,110000,기타종목,10:00,19:00,1111111,2026,1,05
1,03,51,51170,0,110000,110000,기타종목,10:00,18:00,1111111,2026,1,07
1,21,52,52210,0,110000,110000,탁구,09:00,18:00,1111111,2025,1,07
1,03,52,52210,0,95000,95000,기타종목,14:00,16:00,0100100,2023,1,07
1,25,30,30140,0,110000,110000,헬스,06:30,23:00,1111100,2024,1,03
1,07,41,41610,0,110000,110000,댄스(줌바 등),15:30,16:30,1000000,2024,1,10
1,75,27,27200,0,110000,110000,합기도,04:00,21:00,1111100,2025,1,04
1,03,46,46150,0,110000,110000,기타종목,10:00,21:00,1111111,2025,1,10
1,03,29,29200,0,110000,110000,기타종목,09:00,18:00,1111111,2025,1,01
1,03,29,29200,0,110000,110000,기타종목,14:00,14:50,0000010,2025,1,08
1,77,26,26350,0,40000,40000,무용(발레 등),12:00,12:50,0101000,2023,1,01
1,26,29,29200,0,110000,110000,종합체육시설,10:00,21:00,1111100,2026,1,06
1,22,29,29140,0,95000,95000,태권도,15:30,20:30,1111100,2023,1,12
1,22,41,41130,0,110000,110000,태권도,14:00,21:30,1111100,2025,1,01
1,25,30,30140,0,16000,16000,헬스,09:00,21:00,1111110,2025,1,12
1,14,41,41360,0,110000,110000,에어로빅,09:30,21:00,1111110,2026,1,01
1,25,41,41130,0,95000,95000,헬스,14:00,22:00,1111100,2023,1,11
1,22,46,46910,0,95000,95000,태권도,12:00,22:00,1111100,2023,1,02
1,10,29,29200,0,95000,95000,볼링,13:30,15:30,1111100,2023,1,02
1,02,28,28185,15000,85000,100000,골프,14:00,19:50,1111100,2022,1,04
1,25,11,11740,0,95000,95000,헬스,09:00,18:00,1111100,2023,1,12
1,03,31,31110,0,110000,110000,기타종목,09:00,18:00,1111110,2024,1,08
1,03,41,41590,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,05
1,22,41,41110,0,110000,110000,태권도,12:00,22:00,1111100,2024,1,08
2,25,11,11710,0,-95000,-95000,헬스,09:00,18:00,1111100,2023,1,01
1,03,52,52140,0,90000,90000,기타종목,20:00,20:50,1010100,2022,1,08
1,07,44,44250,0,110000,110000,댄스(줌바 등),09:00,22:00,1111100,2025,1,04
1,10,46,46800,0,110000,110000,볼링,10:00,16:00,1111111,2025,1,02
1,78,41,41670,0,110000,110000,요가,06:00,22:00,1111111,2026,1,01
1,79,26,26140,0,110000,110000,필라테스,12:00,12:50,0101000,2025,1,10
1,21,48,48120,0,95000,95000,탁구,10:00,20:00,1111111,2023,1,03
1,27,48,48730,0,110000,110000,줄넘기,10:00,20:00,1011000,2026,1,02
1,21,47,47110,0,110000,110000,탁구,09:00,18:00,1111110,2025,1,10
1,03,26,26230,0,110000,110000,기타종목,08:00,20:00,1111111,2026,1,09
1,03,11,11350,0,110000,110000,기타종목,08:00,21:00,1111111,2025,1,10
1,03,26,26320,0,110000,110000,기타종목,09:00,20:00,1111110,2026,1,04
1,22,26,26260,0,110000,110000,태권도,13:00,20:00,1010110,2024,1,07
1,79,28,28155,0,110000,110000,필라테스,16:00,22:00,1111100,2025,1,01
1,78,27,27710,0,95000,95000,요가,11:10,12:10,0101000,2023,1,04
1,75,26,26320,0,110000,110000,합기도,14:00,19:30,1111100,2026,1,02
1,09,43,43110,0,95000,95000,배드민턴,14:00,15:00,0010100,2023,1,02
1,03,46,46230,0,110000,110000,기타종목,10:00,10:40,0000010,2025,1,04
1,03,11,11110,0,95000,95000,기타종목,09:00,20:00,1111110,2023,1,09
1,25,11,11410,0,82500,82500,헬스,06:00,21:50,1111111,2025,1,10
1,03,41,41590,0,110000,110000,기타종목,08:00,20:00,1111110,2026,1,12
1,25,11,11350,0,110000,110000,헬스,06:00,23:55,1111111,2025,1,05
3,25,41,41130,0,110000,110000,헬스,06:00,23:30,1111111,2024,1,06
1,22,11,11710,0,110000,110000,태권도,14:00,20:00,1111100,2025,1,06
1,25,41,41190,0,110000,110000,헬스,09:00,19:00,1111110,2024,1,09
1,07,27,27140,0,95000,95000,댄스(줌바 등),19:10,20:00,1010100,2023,1,03
1,10,48,48250,0,95000,95000,볼링,10:00,17:00,1111100,2023,1,09
1,21,48,48730,0,110000,110000,탁구,10:00,22:00,1111100,2025,1,11
1,21,47,47280,0,110000,110000,탁구,09:30,11:30,0101000,2025,1,11
1,25,41,41590,0,110000,110000,헬스,10:00,20:00,1111110,2024,2,09
1,25,27,27140,0,110000,110000,헬스,10:00,22:00,1111110,2024,1,09
1,20,41,41130,0,110000,110000,축구(풋살),17:00,17:50,1010000,2024,1,11
1,03,28,28245,0,80000,80000,기타종목,14:00,14:50,0100000,2020,1,08
1,25,26,26320,0,110000,110000,헬스,06:00,23:00,1111111,2024,1,12
1,03,27,27710,0,80000,80000,기타종목,,,,2019,1,09
1,03,41,41130,40000,110000,150000,기타종목,09:00,19:20,1111110,2026,1,07
1,09,12,12150,0,55000,55000,배드민턴,10:40,11:30,0011000,2026,1,07
1,75,44,44790,0,110000,110000,합기도,14:00,20:00,1111100,2025,1,09
1,03,47,47130,0,110000,110000,기타종목,13:00,15:00,1111100,2025,1,01
1,03,11,11500,15000,110000,125000,기타종목,10:00,19:00,1111110,2026,1,06
1,21,48,48330,0,110000,110000,탁구,09:00,21:00,1111100,2025,1,10
1,03,43,43130,0,110000,110000,기타종목,10:00,20:00,1111110,2026,1,07
1,03,11,11620,140000,110000,250000,기타종목,15:40,16:30,0001000,2026,1,03
1,12,11,11500,6000,110000,116000,수영,18:00,18:50,1010100,2025,1,08
1,03,41,41570,0,110000,110000,기타종목,09:00,18:00,1111110,2026,1,08
1,75,28,28260,0,110000,110000,합기도,12:30,22:00,1111100,2025,1,07
1,01,46,46130,0,110000,110000,검도,15:00,21:30,1111100,2025,1,11
1,03,51,51210,0,110000,110000,기타종목,09:00,20:50,0110100,2025,1,09
1,22,27,27260,0,110000,110000,태권도,02:00,08:00,1111100,2024,1,05
1,03,41,41270,0,110000,110000,기타종목,09:00,20:00,1111111,2024,1,07
1,25,41,41270,0,110000,110000,헬스,06:00,07:00,1111111,2025,1,08
1,07,47,47130,0,110000,110000,댄스(줌바 등),14:30,15:30,0000010,2024,1,12
1,03,28,28110,0,110000,110000,기타종목,09:00,19:00,1111110,2025,1,08
1,03,28,28200,0,110000,110000,기타종목,11:00,18:30,0010000,2024,1,02
1,73,26,26710,0,95000,95000,야구,14:00,15:30,0000010,2023,1,01
1,03,48,48120,0,110000,110000,기타종목,09:00,20:55,1111110,2025,1,02
1,22,48,48330,0,110000,110000,태권도,14:30,15:30,1111100,2024,1,02
1,25,41,41270,0,110000,110000,헬스,08:00,23:00,1111110,2024,1,08
1,25,52,52140,0,18200,18200,헬스,06:00,22:00,1111100,2023,1,10
1,21,52,52210,0,110000,110000,탁구,09:00,10:00,1111110,2024,1,01
1,25,11,11380,0,48000,48000,헬스,06:00,18:00,1111110,2024,1,08
